title;name;Commentaire (Contenu);Commentaires (Professeur);Contenu;Pédagogie;points
Global Strategy & Luxury Business;Ashok Som;Très bon cours, en anglais, sur les différentes stratégies du luxe.  / Un peu dommage que le professeur se perde un peu dans les marques (place Wolford dans le secteur du luxe ...). Gros travail personnel demandé (3 présentations et un rendu de dossier). ;Va parfois un peu vite et se perd parfois un peu dans les marques. Reste assez complet dans son approche   ;8;5;
Chef de produit;Stéphanie Villot;Cours de base sur le métier de chef de produit. On n'y apprend peu de choses mais le traitement du travail en groupe peut être drôle. (Travail sur une innovation dont il faut développer le marketing mix).;Stéphanie fait bien son job mais le cours a peu de valeur ajoutée. Pas embêtante sur les absences ou retards du tout, et le cours se valide très facilementreprise;1;3;
Communication et culture (1) - Niveau B;Pascale GUILLIER;The course is so useful and thorough.;The teacher is so patient, and she really wants to help the students;8;10;1
Evaluation stratégique et fin.;Gérard Despinoy;Ce cours est juste excellent si vous êtes intéressés par la stratégie d'entreprise. Le prof vous apprend à évaluer une entreprise d'un point de vue stratégique et financier. Il ne s'agit donc pas d'un cours de M&A déguisé. Le cours de M&A vous apprend à calculer la valeur d'une entreprise à partir de chiffres que l'on vous donne, le cours d'évaluation stratégique et financière vous apprend à déterminer ces chiffres.  /  / Il est donc demandé de rendre l'évaluation d'une entreprise (que l'on choisit) sous format ppt à la fin du trimestre. Cette évaluation se fait en analysant le marché de l'entreprise puis l'entreprise elle-même pour aboutir à des projections chiffrés, à déterminer soi-même, et à l'évaluation strictement financière de l'entreprise. Le travail est à faire dans un groupe que l'on ne choisit pas.  /  / Le prof apporte bien plus d'éléments que l'évaluation d'une entreprise. Il a passé plusieurs années dans le conseil (Bain) et donne un bon aperçu de la manière de réfléchir à avoir pour déterminer la stratégie d'une entreprise. On y apprend donc bcp plus que la simple évaluation. ;Le prof est bon, il connaît bien son sujet, il est sympa et pédagogue. C'est parfois un peu le show, mais au moins ça donne de la vie au cours.  / Attention il retient parfaitement qui est là et pas là pendant les cours et se débrouille pour interroger l'étudiant le plus absent lors de la présentation finale du ppt. Absentez-vous que si vous suivez votre dossier d'éval a coté.  / Ce cours offre bcp d'autonomie en terme de travail (le dossier est à rendre à la fin du trimestre, ce qui est rendu avant ne compte pas pour la note), mais le rendu final demande bcp bcp de travail.;10;10;11
Droit des contrats;Anne-Sophie Barthez;J'ai pris ce cours après avoir déjà fait la L3 de droit : grosse erreur, ce cours est déjà ennuyeux normalement, mais encore pire quand on connait déjà tout.;Barthez est très mauvaise, elle embrouille plus qu'elle ne simplifie. Elle se fout royalement des cours (3 absences dont deux qui concordaient avec les vacances de la fac, une seule rattrapée). On passe des heures sur une notion ultra simple... Et la notation est assez douteuse, je n'ai pas compris ma note.;3;3;2
Economie managériale;Marc Guyot;Fonda, donc pas le choix! Le cours a des principes de bases, demande un peu de taf pour le quiz et des cas individuels toutes les semaines.;Prof sympa qui rend le cours intéressant. Tient compte de l'absence et des retards.;6;7;37
Negotiating in English (1) - niveau B/C;James FOGARTY;Génial. Hyper utile, ludique, pas de travail, intéressant;Un homme d'exception.;10;10;21
Fondements de la finance;Patrice Poncet;;PONCET n'est pas forcément le meilleur prof pour préparer les quizz de finance. Il fait relativement peu d'exemples en cours et n'explique pas quels sont les points vraiment importants à retenir. En revanche, il est capable d'aller très loin dans les explications, d'aller au-delà du cours et de faire des analyses très pertinentes. Pour ceux qui aiment la finance, PONCET est donc un très bon prof. ;9;8;51
Principles of Finance;Jocelyn Martel;Top, belle intro à la finance / Assez matheu quand même;Pas mal du tout: un peu cassant avec les élèves mais essaye de faire comprendre, donne plein d'exemples;8;9;
Business Economics;Frédéric Jenny;Cours pas très technique, grosse partie dédiée à l'actualité. ;Professeur gentil mais soporifique, on a beau essayé, il est impossible de l'écouter de manière continue. / Fait l'appel. / Pas de quizz intermédiaire, seulement un quizz final.;2;4;
Cinéma et Société - niveau B/C;Maria BLANCO;Cours exigeants mais extrêmement riche. On en ressort avec un bon bagage culturel sur le cinéma espagnol. ;Une fois qu'on a compris son mode de fonctionne assister à son cours est un délice ;9;10;14
L'Espagne et ses particularités - niveau C/D;Maria BLANCO;Thèmes étudiés varié, on étudie aussi bien la politique espagnole que le cinéma espagnol. Demande un peu de travail. Très bien si on veut vraiment progresser.;Professeur dynamique.;8;10;18
Principles of Finance;Jocelyn Martel;C'est un fonda, ce n'est pas forcément intéressant mais on sait tous qu'on devra le valider à un moment ou à un autre. Les cours de Martel sont intéressants et permettent de mieux comprendre les notions même si le poly n'est pas si horrible que ça. ;Martel n'accepte ni les portables ni les retards ni les bavardages. Il ne compte pas les absences mais il est largement conseillé d'aller à ses cours si on veut valider. Aux T1 et T3 les partiels sont assez basiques, si on prend le temps de bosser et de faire les annales, ça passe sans problème. Au T2 le final est beaucoup plus compliqué, ce n'est donc vraiment pas un bon plan. ;7;7;
Création de produit innovant 1;Emmanuelle Le Nagard;Cours passionnant pour concevoir un projet innovant. Quelques contraintes: cours sur Paris;;8;;1
Competitive Strategy;Olivier Fourcadet;Très bon cours, uniquement basé sur des études de cas Harvard. Demande donc du travail toutes les semaines (2h maximum). On apprend à raisonner en tant que stratège. ;Très agréable, rigole beaucoup et adore rendre ne cours vivant pour que les étudiants participent au maximum. D'une gentillesse incroyable, un peu trop parfois...;10;10;
Pratique conseil en stratégie;Cabinets de conseil;Plutot decu des intervenants chez bain tres peu de concepts retenus. Aucun retour sur le peu de traveau qu on avait a rendre. Seul point positif: les cours etaient dispensés dans leurs locaux (avenue de montaigne) avec petit dej / Advency: bcp mieux que Bain mais difficile de se deplacer a cergy les vendredi...;Moyen;5;5;37
"Séminaire Management : ""Regarder l’Echec en face""";Fabrice Cavaretta;;;6;9;
Contrôle de gestion;Florence Cavélius;"Le cours demande un peu de travail, mais pas trop. Il y a trois travaux de groupe à faire en classe (donc pas de travail à la maison pour ça), des textes à préparer pour 5 sessions sur les 10, avec des petites interros ""surprise"" (nous c'était les deux premières fois, puis une fois vers la fin du trimestre) et des présentations de texte facultatives mais recommandées si vous voulez avoir une bonne note de participation. Quant au partiel final, il ne demande pas des révisions monumentales, surtout si vous avez un peu suivi ce qui se passait en cours. Notre premier exercice était de créer un compte de résultat (rapport avec le cours ?!) et le deuxième était un tableau avec des objectifs et des moyens de mesurer la performance, façon ""tableau de bord"".  / Quant au cours, il n'est pas terrible. Les slides (chef d'oeuvre du style Windows 95) sont surchargées de bullshit. Mais attention, il faut se souvenir des différentes méthodes de prix de cession interne (cf quelque part au milieu de la bullshit), ça tombe au quizz final ;)";Mme Cavelius est vraiment stricte. Si vous êtes absents à une de ses petites interros surprises, par exemple, vous avez zéro. Et pas moyen de négocier. Cela dit, elle semble vraiment aimer le contrôle de gestion et le métier de professeur, et elle est très à l'écoute des étudiants. ;5;8;
Pratique conseil en stratégie;Cabinets de conseil;"Tout dépend des cabinets présents.  / Dans ce cas Bain et Advancy. Bain se surestime beaucoup trop, donne des cas où l'on applique leurs ""splendides"" concepts de consultants sans pour autant rentrer dans le détail. Demande un petit sum-up du cours précédent en guise de note (par groupe de 6...). Advancy beaucoup plus pro! Seulement 2 cas en 5 séances, mais les cas sont abordés de A à Z avec des documents et fichiers complets qui permettent d'appréhender le travail fait par le cabinet (data crunching, solutions etc.). Consultants plus modestes et ""ouverts"" que Bain. Ne pas tenir compte des notes /10. Renseigne-vous sur les cabinets présents avant le cours. ";Bonne question concernant la notation. Totalement opaque. ;5;5;2
Principles of Finance;Jocelyn Martel;Cours très clair, bien expliqué, on comprend vraiment bien (bien mieux qu'avec le poly seul). / Martel ne prend pas les absences, mais il est quand même conseillé de venir et d'écouter, ça fait économiser un temps précieux pour les révisions finales ! (par contre, très strict sur les retards, et interdiction d'utiliser téléphones et ordinateurs. Si on vient en cours, on écoute);Martel explique très bien et réussit à faire comprendre sa matière. Il retranscrit de manière claire et efficace le poly, son cours est de manière générale plus facile à apprendre et à réviser. Le prof est dynamique et facile à suivre.;8;9;36
Stratégie et management;Olivier Fourcadet;Super cours, qui nous permet de bousculer nos schémas de penser et d'acquérir une vraie vision stratégique.;Vraiment très cool !;10;10;
Negotiation Workshop;Séverine Lebrun-Kuan;Très bon cours avec beaucoup d'internationaux donc des techniques de négo différentes. Très pratique avec une simulation par cours. Pas de travail à la maison si ce n'est pour le cas final à faire en groupe. Profs cools sur les retards. pas de partiel. ;cool;8;8;35
Evaluation stratégique et fin.;Gérard Despinoy;Cours très intéressant par les nombreux concepts abordés et la richesse du cours.;Despinoy fait un one-mane show qui est cependant très intéressant et c'est en allant cours que l'on retient la plupart des concepts. Vous ne choisissez pas votre groupe de travail, ce qui peut s'avérer dur si vous tombez mal...;8;8;
"Department seminar in ECO on the theme: ""Nobel Ideas in Economics""";Estefania Santacreu-Vasut;Cours très inégal, chaque professeur vient présenter un prix Noberl. Certains font un réel effort de vulgarisation, d'autres aucun. Finalement de bons cours dont on se souviendra et d'autres que l'on oubliera totalementreprise;Impossible de noter car des professeurs différents à chaque cours.;6;;22
Finl Accounting & Reporting;Luc Paugam;Practical and useful.;Good professor;8;9;
Management Control;Gulcum Alici;A case study per week, two group presentations. If you want to perform well, it consumes time. / The content is rather simple.;Very nice;6;8;33
Stratégie et management;Olivier Fourcadet;Génial ! Le cours est très interactif et vivant ! Toutes les notions sont abordées de manière simple ce qui permet de bien comprendre et de bien retenir  ;Super prof ! Toujours dynamique ! Ne compte pas les absences / L'évaluation est sur la participation et un cas final en groupe  ;8;10;33
Principles of Finance;Jocelyn Martel;Cours très difficile qui demande beaucoup de travail. Ce fonda est beaucoup trop théorique au niveau des cours, avec des examens (un mid term et un final) bien trop difficiles, au contraire très mathématiques et peu théoriques. Il faut beaucoup travailler et s'accrocher du début à la fin. Et surtout ATTENTION, 4 assistanats sont prévus en dehors des cours, ils sont importants et c'est vraiment mieux d'y aller (c'est là que la partie exercices est abordée, ce qui correspond à ce qui est demandé dans l'examen). Les annales sont utiles mais attention, les exams réservent souvent des surprises et des difficultés imprévisibles. Ne lâchez rien entre le mid term et le final. Les deux sont importants (le mieux étant de réussir très bien le mid term pour être plus tranquille pour le final).;Excellent professeur !!! Anglais impeccable (américain / canadien !), déroulé efficace, présentation et explications limpides. Fait même des blagues sur la finance ! Répond aux questions même individuellement à la fin des cours. Meilleur prof que j'ai eu à l'Essec pour l'instant. Indispensable pour ceux qui redoutent la finance.;5;10;43
Communication et culture (1) - Niveau B;Pascale GUILLIER;Un peu ennuyeux mais ça va si tu veux justement pratiquer un peu le français.;Prof sympa, 2 quiz + une présentation pour valider le cours.;6;8;
Business Ethics;Laurent Bibard;"Véritable calvaire, 3h de sous-philosophie de comptoir sans aucun exemple ""business"". Mais une bonne partie de l'audience semblait apprécier cette séance de masturbation collective. Testez si vous voulez...";Un côté gourou qui séduit certain mais sinon il radote pas mal et ne comprend rien à ce qu'on lui dit...;1;1;
Principles of Finance;Jocelyn Martel;Fonda de Finance pas le choix, pas très utile en entreprise si ce n'est pour comprendre ce que dise les collégues.;Je ne suis pas allé en cours, mais ca se valide en bossant quelques jours avant. Plus facile au T1 qu'au T2 avec d'autres profs;6;5;1
Publicité;Philippe Cohen;Cours extrêmement intéressant;Professeur excellent;8;10;
Evaluation stratégique et fin.;Gérard Despinoy;Cours avec bcp d'éléments intéressants en stratégie. Despinoy passe rapidement sur la technique financière, ce n'est pas son sujet. ;"Professeur charismatique, donc écoute facile en cours. La note est entièrement sur un projet final dont vous devez rendre une nouvelle partie à chaque séance. Cela demande un peu de travail ! Le professeur est très gentil mais devient ""piquant"" lors de la dernière séance qui correspond à la présentation des projets... Avis aux amateurs !";7;8;11
Stratégie et management;Olivier Fourcadet;Fonda intéressant même si on n'apprend pas grand-chose (les exemples du prof sont plus utiles que les concepts présentés). Peu de travail pendant le trimestre (un petit exposé en individuel à rendre) et un cas de groupe pour valider le cours.;Bon prof, ne fait pas l'appel (sauf s'il se rend compte qu'il manque la moitié de la classe). ;8;9;10
Info comptables et financières;Chrystelle Richard;Cours très formateur pour la suite. Logique, clair. / Deux partiels intermédiaires et un partiel final.;Super prof, dévouée et très pédagogue,;8;9;
Droit & politiques de l'Europe;Viviane de Beaufort;Cours de base pour les débutants qui veulent avoir une première approche (rapide et survolée) du droit de l'Union européenne et ses grandes politiques (concurrence, défense, etc.), grâce à l'enseignement de L. Janicot et E. Simon. Se valide tranquillement, pas beaucoup de travail. Cours globalement intéressant sans prise de tête.;E. Simon et L. Janicot seront ceux qui vous apprendront les bases, V. de Beaufort parlera d'elle et de ses projets, mais elle est globalement sympathique;7;7;5
Info comptables et financières;Chrystelle Richard;;;8;10;
Organization Theory & Behaviour;Karoline Strauss;as boring as other OB classes;nice and cute professor with bad grades. ;4;5;
Principles of Finance;Jocelyn Martel;good;good;9;9;
Global Strategy & Luxury Business;Ashok Som;On ne creuse pas beaucoup. Le cours n'est pas actualisé.  / C'est bien si on veut une base de ce qu'est l'industrie du luxe.  / Beaucoup de travail. ;Très fort accentreprise Fait des blagues.  / Parle beaucoup de l'Inde. Fait participer les élèves. ;6;6;6
Managing IT in the Digital Age;Julien Malaurent;Cours intéressant mais assez creux (trop de généralités, toujours les mêmes entreprises citées pour les cas). ;Bon professeur, très sympathique, qui fait vraiment de son mieux pour rendre le cours vivant. ;5;8;
Fondements de la finance;Patrice Poncet;Très bon cours de fonda, pose bien les bases;Bon prof, fait un peu son show mais c'est une vrai tête qui connait bien son sujet. / Il n'accepte pas les ordis en cours, mais ne compte pas les absences alors vous pouvez très bien choisir de tout travailler tout seul;10;8;
Droit & politiques de l'Europe;Viviane de Beaufort;Le fond est intéressant mais la forme laisse à désirer, et puis l'horaire est terrible;Jamais vu qqn d'aussi perdu et brouillon. Les alumni sont plus carrés et savent où ils vont.;4;5;
Management de l'IT à l'ère numérique;Nicolas Silberman;Cours hyper relou qui demande plein de taf (harvard cases toutes les semaines, quizz sur ses 500 slides, papier de recherche de 10 pages en fin de trimestre). ;Prof sympa mais sous charismatique qui distribue un poly de 500 slides au début du cours et qui récite les slides pendant les 10 cours suivants. Intervenants très intéressants néanmoins. ;2;5;
Principles of Finance;Jocelyn Martel;Cours très matheux qui n'explique pas très bien le sens de ce qu'on fait (notamment par rapport au cours de Finance d'entreprise). On valide en apprenant les formules (qui ne sont pas données) par cœur.;Bon professeur.;5;7;
Management of Organizations;Gilles Van Wijk;Très demandé car fonda de la filière conseil en stratégie. N'en vaut pour moi pas la peine, aucun concept, simplement de la discussion de cas à faire toutes les semaines. Lourd en travail perso mais se valide facilementreprise;Intéressant et sait animer les cas. Attentif à ce que les cas soient faits, et dans le cas contraire sanctionne.;2;8;39
Management Control;Gulcum Alici;;;;;22
Financial Markets;Patrick Legland;;;10;10;10
Management Control;Gulcum Alici;Bien;Excellente prof !!! ;4;10;8
Advanced Excel for Managers;Christophe Harrer;Cours intéressant et formateur mais vraiment TRES cher pour la valeur ajoutée (apprendre quelques fonctions excel et quelques raccourcis clavier). Facile à valider cependant même si le quiz final est impossible à finir !;Bon prof, toujours prêt à aider et répondre aux questions. 2 cas pas nécessairement évidentreprise Cool sur les absences et les retards. Parle français et anglais;8;10;65
Management de l'IT à l'ère numérique;Nicolas Silberman;;;5;7;27
Business Ethics;Laurent Bibard;Really nice!;Fantastic! Much more profound and interesting than the organisational behaviors class.  ;9;10;
Corporate Financial Management;Sridhar Arcot;Le cours de finance d'entreprise à prendre pour aller plus loin... mais pas si loin. Pas particulièrement technique, davantage de réflexions sur les stratégies à adopter, il suffit de bien comprendre le cours pour valider l'exam. 3 cas à faire et à présenter au tirage au sort.;Très vivant et sympathique, rire magique, veut faire comprendre les concepts, hyper disponible.;9;9;
Mergers and Acquisitions;Sridhar Arcot;Pas mal, ça résume bien la plupart des questions. Les cas sont intéressants et la dose de travail respectable mais pas accablante non plus.;On m'avait vendu du rêve sur Arcot, et certes il est marrant avec son rire de dingue et son enthousiasme à toute épreuve. Après, j'ai eu beaucoup de mal à l'écouter (accent indien, n-ième cours de finance, digestion ?).;7;6;51
Principles of Finance;Jocelyn Martel;Très bon cours, très clair et avec beaucoup de contenu, ordis pas autorisés donc on est obligés d'être attentifs. 1 exam intermédiaire et un quizz final (plutôt durs, je vous conseille de bien faire les exos du poly pour vous en sortir, et pas seulement les annales).;Très bon prof, parle vite anglais mais facile à comprendre même pour les non bilingues. Jovial et ouvert à la discussion, fait des exemples souvent dans son cours, ce qui permet de mieux comprendre les théories. ;8;8;39
Organization Theory & Behaviour;Karoline Strauss;This course on behavioural psychology is probably interesting to people interested in psychology. Otherwise, it's part of the necessary evil at ESSEC alongside other compulsory modules like Management Control and Strategy and Managementreprise Nonetheless, at least professor Strauss structured well the course material (not sure this applies to other lecturers).;Professor Strauss is simply brilliant. She's really outstanding, I highly recommend taking this course with her rather than any other lecturer. She is one of the best professors at ESSEC, her lectures are very involving and inclusive. Even people completely uninterested in the subject as myself became involved. She employs a range of techniques during her classes to deliver the material and you're never bored.;4;10;
Info comptables et financières;Chrystelle Richard;Cours bien structuré et intéressant.;Prend le temps nécessaire pour expliquer les points difficiles;9;10;41
Principles of Finance;Jocelyn Martel;Cours intéressant, les bases de la finance. ;Aucun retard, pas d'ordinateur, pas de contrôle des absences. Le prof est sympa et explique bien les concepts. Conseil de vieux: prenez finance aux trimestres où Martel est prof car c'est lui qui est alors concepteur des sujets et il n'y a jamais de mauvaises surprises. ;8;10;
Les fondements de la stratégie;Général Moreau;Le contenu est très très faible. Il ne faut pas s'attendre à apprendre grand chose de ce côté là. En revanche les anecdotes du général valent le coup ! / Aucun travail à fournir, simple petite dissertation d'une page en guise d'évaluation, avec open doc et open google. ;On préfèrerait que le général passe plus de temps à nous raconter ses histoires de sa carrière militaire plutôt que de se fier à son cours assez creux il faut le dire. Mais c'est tranquille pour le soir, pas besoin d'une grande concentration.;6;9;
Principles of Finance;Jocelyn Martel;;;7;7;42
Gestion financière court terme;Christian Bito;Cours très technique, mais intéressant car il détaille la gestion fi à court terme. Chercher à maximiser le quizz intermédiaire, plus facile que le quizz final et qui pèse pour autant. Demande quand même du travail avec des cas toutes les semaines. ;Prof un peu vieux jeu mais super compétent sur son domaine. ;7;8;36
Principles of Finance;Jocelyn Martel;Cours dense et technique, demande un peu de travail. Très bien construit pour comprendre tous les rouages de base de la finance. ;Va très vite mais explique correctementreprise ;7;7;
Philosophy and Trade;Laurent Bibard;"Interesting course for those who want to come back to philosophy (even though discussions tend to turn into nonsense debates where everybody says what he thinks regardless of the relevance of it). The texts read before each class are very interesting if you make the effort to read them, even though they are quite classical. / The link between ""Philosophy"" and ""Trade"" is artificial. I didn't really get the point of this class even though I was happy to discuss the topics seen in class.";Good teacher, really involved, gets the students to involve a lot in the class. Quite severe on the use of computers (even though you have the right to use it). ;5;8;
Principles of Finance;Jocelyn Martel;The course content is great, and aimed to valuate a firm. The course is somewhat difficult but worth the efforts.;The professor is strict with rules, but so good in the explanations;9;9;35
Strategic Cost Management;Stefan Linder;Le cours est difficile, technique, absolument pas passionnant (et en plus le prof est nul). Mais il est nécessaire pour valider la filière conseil en strat. /  / Sur le fond, ce qu'il est censé apprendre est utile (comment calculer les coûts dans une entreprise de la manière la plus efficace possible) bien que rébarbatif, mais le manque de pédagogie du prof fait qu'on y apprend rien. Donc temps perdu.  /  / À savoir : bcp de cas rendre (chaque semaine) par groupe qu'on ne choisit pas, et bcp d'internationaux dans le cours, ce qui permet de profiter du réseau chinois pour réussir à rendre quelque chose de crédible à chaque cas. ;Le prof est atroce. Il n'est pas absolument pas bon pédagogue. Il parle vite et son anglais (avec accent germano-suisse) est incompréhensible.  /  / Le contenu du cours est particulièrement difficile et technique mais en plus il n'y aucune explication intelligible. Pas de ppt avec des explications suffisantes et aucun handout auquel se référer pour bosser chez soi. Le prof vous conseille d'acheter un bouquin vendu 400 euros sur Amazon (oui oui). Payer 15 000 euros l'année à l'ESSEC pour finir par bosser seul chez soi avec un bouquin à 400 euros non merci. /  / Seul point positif : le partiel final est donné. Il met 14 sans qu'on ait réussi à apprendre quoi que ce soit. ;4;1;9
Managing IT in the Digital Age;Julien Malaurent;Surprisingly, that was quite interesting, and I guess it is useful to have basic knowledge about IT.;Prof Malaurent is very clever, he knows a lot of things on a wide range of issues. However, he seems so bored by his class! He gives us plenty of time to discuss with each others because he does not want to work. The final exam is quite easy because it is on concepts we already have basic knowledge on.;7;5;36
Publicité;Philippe Cohen;Juste un peu pipo mais pas trop, quelques concepts sympas sont abordés. Globalement très sympa, ludique, pas de travail sauf le travail en groupe en dernière séance. ;Très drôle, très pro, réveille bien le vendredi matin;8;9;25
Competitive Strategy;Olivier Fourcadet;Cours plutôt Pipo, des cas à faire chaque semaine (on ne doit en travailler que 3) mais prof pas très regardant à ce niveau.;Fourcadet est très gentil, dynamique, essaie de faire participer la classe. / Ne fait pas l'appel, ne regarde pas les retards.;2;7;
Contrôle de gestion;Florence Cavélius;Cours Fonda horrible. On brasse de l'air pendant 1 trimestre sans qu'il y est d'apports tangibles. On nous balance des concept comme ça sans nous donner de méthodes ;Prof qui se donne du mal à lier le cours à la réalité professionnel. Cependant on s'éparpille à force ;3;6;1
Management of Organizations;Gilles Van Wijk;;Professeur sympathique.;6;8;23
Organization Theory & Behaviour;Karoline Strauss;Le cours n'est pas si nul que ça. Il y a des notions intéressantes mais 10 séances c'est un peu long. Peut être que le format semaine bloqué est plus adapté. ;C'était le premier trimestre de Karoline Strauss à l'ESSEC. Elle est motivée et essaie de faire en sorte que les étudiants participent et s'intéressent aux sujets abordés. Elle donne des lectures assez longues chaque semaine. On doit travailler en équipe sur 4 cas au cours du trimestre et l'examen final est composé d'un cas individuel qu'on peut préparer en avance. Les cours sont assez intéressants et interactifs. Le seul problème est que le cours est un résumé des lectures demandées. ;6;6;
Stratégie et management;Olivier Fourcadet;Cours extrêmement intéressant, très structuré, avec des exemples très concrets;Ne note pas les absences, mais les remarque. Très facile d'être apprécié si on participe un minimum en cours;10;10;5
Fondements de la finance;Patrice Poncet;Excellent cours, une belle introduction à la Th. du portefeuille et à la Corpo. Les notions sont assez basiques mais le cours demande un travail régulier pour réussir. Faire tous les annales et les exos d'assistanat est suffisant pour valider et même avoir une bonne note. ;L'une des stars de l'essec. Une maîtrise absolue du cours. À prendre avec Poncet si vous voulez aller au delà du cours, sinon avec Martel si vous voulez avoir exactement ce que vous aurez le jour de l'examen;10;10;40
Mging.Social Relion & Networks;Valery Yakubovich;;;9;9;
Droit urbanisme & immobilier;Hélène Cloez;Intéressant (bonne introduction aux enjeux de l'urbanisme, environnement, immobilier) mais parfois extrêmement soporifique avant le week-end...Dommage que l'enseignement ne soit pas plus dynamique (les powerpoints sont mortels).;Avocats du cabinet Lefèvre et Pelletier.  / Pas des champions de la pédagogie mais bon c'est normal...;6;5;
Management de l'IT à l'ère numérique;Nicolas Silberman;le cours qui a la pire réputation. Effectivement soporifique, hyper relou car cours magistral. Plusieurs cas à faire et à rendre en équipe. Un partiel + un dossier final de 10p en groupe. Le partiel est une série de question de définition et un mini cas. La partie la plus intéressante était l'intervention de professionnels pour parler Lean startup, externalisation etc;Le prof est très gentil et essaie de rendre son cours intéressant. Ce cours devrait être un mooc, inutile de se déplacer pour un cours magistral. ;4;5;35
Pratique conseil en stratégie;Cabinets de conseil;Le cours dépend vraiment des cabinets présents. C'était très intéressant avec Advancy mais vraiment nul avec Bain;;5;5;
Portfolio & Investment;Sofia Ramos;Cours intéressant et bien strucuté pour comprendre ce que sont les stratégies d'investissements. Les cas permettent de découvrir les différents types de fonds d'investissement mais aussi d'en créer de manière réelle. Avoir de bons souvenirs sur le fonda de finance. Un cours qui peut se valider avec d'excellentes note. Ne fait pas l'appel mais assez utile d'aller en cours;Professeur très pédagoggue, rappelle à chaque début de cours où nous nous situons dans le déroulé global des 10 séances. Disponible et notation très gentille. ;9;9;31
Principles of Finance;Jocelyn Martel;It could be hard for who has never studied finance before;;6;4;
Info comptables et financières;Chrystelle Richard;Dans la catégorie fonda, il a au moins l'avantage de ne pas être complètement pipot... Bref, peut-être utile.;"Fais tout son possible pour rendre la question intéressante. Par contre, beaucoup de petites manies de prof de collège du genre : ""Ah bon, vous écoutez pas, eh ben venez au tableau"". Chiante sur les portables, les textos, les retards etc...";4;5;
Principles of Finance;Jocelyn Martel;Un cours assez difficile à suivre;Professeur excellentreprise Je ne travaillais que sur son cours et pas sur les polys;3;8;
Chef de produit;Stéphanie Villot;"Cours très vivant et très intéressant, qui permet d'en savoir plus sur le marketing et comment on achète un produit; Se valide gentiment grâce à un travail de groupe (et une mini-interrogation à la fin);";Excellente prof, elle sait ce qu'elle dit et de quoi elle parle. Très posée et bonne pédagogue. ;8;8;18
Fondements de la finance;Patrice Poncet;;;8;6;
Stratégie et management;Olivier Fourcadet;Interesting class;very passionate prof. Very easy with absence and exam. Least work to validate this class. ;7;8;
Fondements de la finance;Patrice Poncet;C'est un fonda, donc obligatoire.  / Cours brouillon, notation discutable ;"Ne note pas la présence. Plutot cool sur les retards. Strict avec le téléphone.  / Monsieur Poncet a un petit côté désuet à la mode oss117. Il appelle les filles ""miss"", ""mon petit"" ou ""chérie"". Il parle sans arrêt de ses enfants qui valorisent des options dès la maternelle. C'est drôle.  / N'aime pas trop qu'on pose des questions. ";1;6;
Principles of Finance;Jocelyn Martel;Cours intéressant mais très dense. Beaucoup de notions à assimiler en peu de temps.;Excellent professeur qui parvient à faire digérer ce cours un peu rébarbatif. Je le recommande aux littéraires.;6;8;
"Séminaire Management : ""Regarder l’Echec en face""";Fabrice Cavaretta;"Grosse déception pour un cours qui était censé reposer sur un solide fond d'analyse conceptuelle. On a l'impression que toute tentative de reflexion théorique était tuée dans l'oeuf... / Les ""exercices"" quand ils n'étaient pas inutiles se révélaient carrément d'un goût douteux...";"Cavarretta est franchement charismatique et dynamique, dommage qu'il soit tant attaché à l'aspect ""pratique"" du cours";5;9;15
B2B Marketing;Philippe Bourrat;;;0;;
Stratégie et management;Olivier Fourcadet;"GÉNIAL ! Pas de concepts de fou mais très intéressant pour discuter business avec quelqu'un qui aime ça. Se valide très facilement, pas de cas à rendre pendant le trimestre, simplement une discussion autour d""un sujet de notre choix + cas en groupe lors de la dernière séance.";Professeur passionné, parfois perché mais très agréable à écouter sur des thématiques actuelles. A recommander.;9;10;41
Civilisation française (1) - niveau C/D;Brigitte OEHLER;;;;;1
Agri-food Commodity Markets;Francis Declerck;;;7;7;11
Negotiation Workshop;Séverine Lebrun-Kuan;concepts and content is fine;the summary part provided by the professor was a bit limited. The guest speakers for the final session could be a good example, as he mixed his experiences for guiding international negotiation into the class. ;8;7;
Managing IT in the Digital Age;Julien Malaurent;Bon, on le sait ce cours est loin d'être le meilleur de l'Essec, mais ça passe. Réflexion sur l'utilisation du digital en entreprise, un projet final avec présentation sur un des sujets proposés par le prof, de l'utilisation du cloud au CRM. Boring mais pas trop. Un exam final facile.;Fait des efforts, a une bonne expérience du domaine et super disponible pour les questions, si on en a..;7;7;
Droit urbanisme & immobilier;Hélène Cloez;Ne prenez pas ce cours par curiosité mais par obligation (filière immo, projet pro où des connaissances en droit urbain sont appréciables, etc.). / Les élèves de ce cours sont essentiellement des MS MUI, des IMHI ou des AST avec un background BTP/ingénieur. / Le cours n'est pas facile et c'est essentiellement du droit urbain/immo donc sauf à vouloir travailler dans le secteur, abstenez-vous... ;Cours de droit spécialisé dans le secteur urbain/immo donc pas spécialement intéressant à suivre pour les non-juristes. Les professeurs sont très sympas cela-dit. Ils travaillent sur des powerpoint bien rodés et très très longs avec toutes les informations nécessaires dessus et les PP sont accessibles sur le site du cours. L'examen final était cette année un cas pratique vraiment pas évident à faire chez soi en individuel.;5;8;10
Principles of Finance;Jocelyn Martel;Fonda intéressant. Le cours est complet. ;M. Martel est très bon, il rend le cours très clair. ;9;9;
